USB2G13063_1:101		Capture_2:202		Capture_3:203		Capture_4:204		Capture_5:205		
679.105	1201.11	679.105	1201.5	679.105	1200.11	679.105	1337.28	679.105	1246.5	
679.442	1200.11	679.442	1197.5	679.442	1150.11	679.442	1324.28	679.442	1250.5	
679.779	1177.11	679.779	1179.5	679.779	1168.11	679.779	1321.28	679.779	1224.5	
680.116	1187.11	680.116	1180.5	680.116	1170.11	680.116	1331.28	680.116	1232.5	
680.452	1166.11	680.452	1184.5	680.452	1165.11	680.452	1321.28	680.452	1236.5	
680.789	1177.11	680.789	1184.5	680.789	1163.11	680.789	1305.28	680.789	1220.5	
681.126	1158.11	681.126	1169.5	681.126	1161.11	681.126	1304.28	681.126	1213.5	
681.463	1157.11	681.463	1181.5	681.463	1152.11	681.463	1328.28	681.463	1218.5	
681.799	1162.11	681.799	1170.5	681.799	1158.11	681.799	1315.28	681.799	1221.5	
682.136	1141.11	682.136	1148.5	682.136	1139.11	682.136	1294.28	682.136	1211.5	
682.473	1147.11	682.473	1161.5	682.473	1117.11	682.473	1298.28	682.473	1214.5	
682.809	1141.11	682.809	1153.5	682.809	1143.11	682.809	1299.28	682.809	1211.5	
683.146	1165.11	683.146	1140.5	683.146	1142.11	683.146	1291.28	683.146	1207.5	
683.482	1158.11	683.482	1149.5	683.482	1134.11	683.482	1303.28	683.482	1184.5	
683.819	1141.11	683.819	1140.5	683.819	1121.11	683.819	1299.28	683.819	1188.5	
684.155	1142.11	684.155	1139.5	684.155	1113.11	684.155	1301.28	684.155	1184.5	
684.491	1149.11	684.491	1150.5	684.491	1130.11	684.491	1295.28	684.491	1173.5	
684.828	1130.11	684.828	1137.5	684.828	1119.11	684.828	1286.28	684.828	1201.5	
685.164	1124.11	685.164	1120.5	685.164	1105.11	685.164	1258.28	685.164	1196.5	
685.5	1131.11	685.5	1129.5	685.5	1097.11	685.5	1285.28	685.5	1196.5	
685.837	1139.11	685.837	1128.5	685.837	1108.11	685.837	1263.28	685.837	1187.5	
686.173	1123.11	686.173	1149.5	686.173	1102.11	686.173	1283.28	686.173	1186.5	
686.509	1135.11	686.509	1137.5	686.509	1101.11	686.509	1251.28	686.509	1162.5	
686.845	1117.11	686.845	1109.5	686.845	1104.11	686.845	1269.28	686.845	1170.5	
687.181	1109.11	687.181	1118.5	687.181	1091.11	687.181	1254.28	687.181	1162.5	
687.517	1110.11	687.517	1110.5	687.517	1110.11	687.517	1259.28	687.517	1171.5	
687.853	1125.11	687.853	1122.5	687.853	1096.11	687.853	1254.28	687.853	1178.5	
688.189	1120.11	688.189	1126.5	688.189	1099.11	688.189	1255.28	688.189	1178.5	
688.525	1120.11	688.525	1123.5	688.525	1092.11	688.525	1243.28	688.525	1162.5	
688.861	1112.11	688.861	1107.5	688.861	1099.11	688.861	1232.28	688.861	1167.5	
689.196	1100.11	689.196	1109.5	689.196	1095.11	689.196	1223.28	689.196	1141.5	
689.532	1117.11	689.532	1110.5	689.532	1091.11	689.532	1254.28	689.532	1164.5	
689.868	1123.11	689.868	1108.5	689.868	1085.11	689.868	1227.28	689.868	1168.5	
690.204	1112.11	690.204	1100.5	690.204	1102.11	690.204	1238.28	690.204	1157.5	
690.539	1101.11	690.539	1109.5	690.539	1094.11	690.539	1248.28	690.539	1140.5	
690.875	1094.11	690.875	1106.5	690.875	1076.11	690.875	1227.28	690.875	1135.5	
691.21	1099.11	691.21	1090.5	691.21	1076.11	691.21	1231.28	691.21	1148.5	
691.546	1093.11	691.546	1098.5	691.546	1087.11	691.546	1236.28	691.546	1144.5	
691.881	1076.11	691.881	1096.5	691.881	1072.11	691.881	1239.28	691.881	1122.5	
692.217	1093.11	692.217	1087.5	692.217	1074.11	692.217	1223.28	692.217	1153.5	
692.552	1091.11	692.552	1085.5	692.552	1078.11	692.552	1230.28	692.552	1134.5	
692.888	1084.11	692.888	1103.5	692.888	1080.11	692.888	1230.28	692.888	1125.5	
693.223	1101.11	693.223	1092.5	693.223	1075.11	693.223	1223.28	693.223	1130.5	
693.558	1096.11	693.558	1081.5	693.558	1068.11	693.558	1214.28	693.558	1126.5	
693.893	1089.11	693.893	1092.5	693.893	1075.11	693.893	1215.28	693.893	1140.5	
694.229	1089.11	694.229	1084.5	694.229	1073.11	694.229	1208.28	694.229	1123.5	
694.564	1066.11	694.564	1075.5	694.564	1070.11	694.564	1229.28	694.564	1123.5	
694.899	1106.11	694.899	1084.5	694.899	1072.11	694.899	1222.28	694.899	1112.5	
695.234	1078.11	695.234	1086.5	695.234	1058.11	695.234	1213.28	695.234	1128.5	
695.569	1087.11	695.569	1091.5	695.569	1063.11	695.569	1219.28	695.569	1121.5	
695.904	1083.11	695.904	1071.5	695.904	1057.11	695.904	1216.28	695.904	1139.5	
696.239	1071.11	696.239	1072.5	696.239	1080.11	696.239	1204.28	696.239	1115.5	
696.574	1067.11	696.574	1078.5	696.574	1067.11	696.574	1209.28	696.574	1112.5	
696.909	1059.11	696.909	1065.5	696.909	1051.11	696.909	1199.28	696.909	1119.5	
697.243	1091.11	697.243	1057.5	697.243	1062.11	697.243	1200.28	697.243	1132.5	
697.578	1063.11	697.578	1072.5	697.578	1055.11	697.578	1205.28	697.578	1106.5	
697.913	1087.11	697.913	1064.5	697.913	1070.11	697.913	1215.28	697.913	1110.5	
698.248	1084.11	698.248	1076.5	698.248	1060.11	698.248	1191.28	698.248	1129.5	
698.582	1092.11	698.582	1069.5	698.582	1064.11	698.582	1189.28	698.582	1117.5	
698.917	1078.11	698.917	1083.5	698.917	1055.11	698.917	1199.28	698.917	1138.5	
699.251	1088.11	699.251	1076.5	699.251	1088.11	699.251	1202.28	699.251	1126.5	
699.586	1078.11	699.586	1080.5	699.586	1061.11	699.586	1198.28	699.586	1118.5	
699.92	1088.11	699.92	1067.5	699.92	1056.11	699.92	1205.28	699.92	1123.5	
700.255	1067.11	700.255	1070.5	700.255	1054.11	700.255	1206.28	700.255	1123.5	
700.589	1075.11	700.589	1077.5	700.589	1061.11	700.589	1218.28	700.589	1118.5	
700.924	1084.11	700.924	1089.5	700.924	1061.11	700.924	1183.28	700.924	1107.5	
701.258	1073.11	701.258	1073.5	701.258	1050.11	701.258	1212.28	701.258	1131.5	
701.592	1074.11	701.592	1067.5	701.592	1057.11	701.592	1214.28	701.592	1120.5	
701.927	1080.11	701.927	1067.5	701.927	1072.11	701.927	1211.28	701.927	1107.5	
702.261	1085.11	702.261	1075.5	702.261	1064.11	702.261	1204.28	702.261	1098.5	
702.595	1075.11	702.595	1072.5	702.595	1032.11	702.595	1183.28	702.595	1106.5	
702.929	1063.11	702.929	1068.5	702.929	1046.11	702.929	1190.28	702.929	1122.5	
703.263	1075.11	703.263	1055.5	703.263	1067.11	703.263	1208.28	703.263	1106.5	
703.597	1084.11	703.597	1083.5	703.597	1069.11	703.597	1215.28	703.597	1122.5	
703.931	1069.11	703.931	1063.5	703.931	1067.11	703.931	1191.28	703.931	1101.5	
704.265	1069.11	704.265	1076.5	704.265	1033.11	704.265	1200.28	704.265	1117.5	
704.599	1065.11	704.599	1080.5	704.599	1060.11	704.599	1178.28	704.599	1119.5	
704.933	1065.11	704.933	1091.5	704.933	1053.11	704.933	1212.28	704.933	1125.5	
705.267	1079.11	705.267	1077.5	705.267	1056.11	705.267	1205.28	705.267	1134.5	
705.6	1074.11	705.6	1075.5	705.6	1046.11	705.6	1218.28	705.6	1101.5	
705.934	1068.11	705.934	1070.5	705.934	1065.11	705.934	1193.28	705.934	1107.5	
706.268	1065.11	706.268	1078.5	706.268	1056.11	706.268	1198.28	706.268	1113.5	
706.602	1067.11	706.602	1055.5	706.602	1064.11	706.602	1189.28	706.602	1107.5	
706.935	1067.11	706.935	1078.5	706.935	1064.11	706.935	1211.28	706.935	1119.5	
707.269	1063.11	707.269	1054.5	707.269	1043.11	707.269	1191.28	707.269	1112.5	
707.602	1074.11	707.602	1066.5	707.602	1040.11	707.602	1213.28	707.602	1110.5	
707.936	1080.11	707.936	1092.5	707.936	1062.11	707.936	1210.28	707.936	1096.5	
708.269	1061.11	708.269	1068.5	708.269	1054.11	708.269	1194.28	708.269	1104.5	
708.603	1074.11	708.603	1055.5	708.603	1065.11	708.603	1164.28	708.603	1109.5	
708.936	1059.11	708.936	1071.5	708.936	1044.11	708.936	1195.28	708.936	1105.5	
709.269	1066.11	709.269	1067.5	709.269	1083.11	709.269	1197.28	709.269	1098.5	
709.603	1064.11	709.603	1074.5	709.603	1063.11	709.603	1197.28	709.603	1105.5	
709.936	1053.11	709.936	1076.5	709.936	1054.11	709.936	1207.28	709.936	1106.5	
710.269	1067.11	710.269	1065.5	710.269	1070.11	710.269	1199.28	710.269	1109.5	
710.602	1064.11	710.602	1078.5	710.602	1057.11	710.602	1188.28	710.602	1119.5	
710.935	1052.11	710.935	1049.5	710.935	1049.11	710.935	1186.28	710.935	1106.5	
711.269	1063.11	711.269	1052.5	711.269	1057.11	711.269	1176.28	711.269	1117.5	
711.602	1053.11	711.602	1075.5	711.602	1034.11	711.602	1184.28	711.602	1099.5	
711.935	1046.11	711.935	1061.5	711.935	1047.11	711.935	1167.28	711.935	1105.5	
712.268	1059.11	712.268	1063.5	712.268	1060.11	712.268	1195.28	712.268	1089.5	
712.6	1061.11	712.6	1072.5	712.6	1044.11	712.6	1186.28	712.6	1101.5	
712.933	1063.11	712.933	1063.5	712.933	1050.11	712.933	1198.28	712.933	1102.5	
713.266	1062.11	713.266	1043.5	713.266	1052.11	713.266	1181.28	713.266	1101.5	
713.599	1085.11	713.599	1059.5	713.599	1031.11	713.599	1172.28	713.599	1111.5	
713.932	1064.11	713.932	1056.5	713.932	1037.11	713.932	1178.28	713.932	1105.5	
714.264	1064.11	714.264	1074.5	714.264	1047.11	714.264	1189.28	714.264	1101.5	
714.597	1064.11	714.597	1049.5	714.597	1036.11	714.597	1175.28	714.597	1090.5	
714.93	1052.11	714.93	1058.5	714.93	1052.11	714.93	1193.28	714.93	1098.5	
715.262	1051.11	715.262	1066.5	715.262	1051.11	715.262	1178.28	715.262	1107.5	
715.595	1065.11	715.595	1057.5	715.595	1036.11	715.595	1169.28	715.595	1115.5	
715.927	1041.11	715.927	1043.5	715.927	1041.11	715.927	1170.28	715.927	1099.5	
716.26	1063.11	716.26	1052.5	716.26	1044.11	716.26	1172.28	716.26	1107.5	
716.592	1060.11	716.592	1065.5	716.592	1036.11	716.592	1182.28	716.592	1112.5	
716.925	1051.11	716.925	1078.5	716.925	1052.11	716.925	1186.28	716.925	1092.5	
717.257	1045.11	717.257	1058.5	717.257	1053.11	717.257	1180.28	717.257	1091.5	
717.589	1051.11	717.589	1039.5	717.589	1034.11	717.589	1164.28	717.589	1083.5	
717.921	1063.11	717.921	1051.5	717.921	1046.11	717.921	1168.28	717.921	1086.5	
718.254	1052.11	718.254	1057.5	718.254	1045.11	718.254	1168.28	718.254	1105.5	
718.586	1054.11	718.586	1034.5	718.586	1016.11	718.586	1166.28	718.586	1086.5	
718.918	1070.11	718.918	1041.5	718.918	1032.11	718.918	1203.28	718.918	1102.5	
719.25	1045.11	719.25	1036.5	719.25	1036.11	719.25	1165.28	719.25	1087.5	
719.582	1038.11	719.582	1048.5	719.582	1043.11	719.582	1179.28	719.582	1081.5	
719.914	1040.11	719.914	1031.5	719.914	1021.11	719.914	1152.28	719.914	1092.5	
720.246	1054.11	720.246	1039.5	720.246	1034.11	720.246	1187.28	720.246	1079.5	
720.578	1035.11	720.578	1035.5	720.578	1024.11	720.578	1162.28	720.578	1079.5	
720.91	1047.11	720.91	1040.5	720.91	1007.11	720.91	1147.28	720.91	1072.5	
721.242	1037.11	721.242	1034.5	721.242	1026.11	721.242	1168.28	721.242	1087.5	
721.573	1050.11	721.573	1040.5	721.573	1026.11	721.573	1144.28	721.573	1072.5	
721.905	1041.11	721.905	1039.5	721.905	1022.11	721.905	1162.28	721.905	1072.5	
722.237	1040.11	722.237	1028.5	722.237	1012.11	722.237	1148.28	722.237	1101.5	
722.569	1025.11	722.569	1028.5	722.569	1008.11	722.569	1151.28	722.569	1072.5	
722.9	1032.11	722.9	1036.5	722.9	1015.11	722.9	1146.28	722.9	1063.5	
723.232	1035.11	723.232	1043.5	723.232	1014.11	723.232	1135.28	723.232	1058.5	
723.563	1027.11	723.563	1043.5	723.563	1011.11	723.563	1155.28	723.563	1081.5	
723.895	1036.11	723.895	1035.5	723.895	1014.11	723.895	1150.28	723.895	1064.5	
724.226	1022.11	724.226	1015.5	724.226	1032.11	724.226	1142.28	724.226	1059.5	
724.558	1023.11	724.558	1006.5	724.558	1008.11	724.558	1133.28	724.558	1061.5	
724.889	1023.11	724.889	991.5	724.889	1006.11	724.889	1134.28	724.889	1045.5	
725.22	1008.11	725.22	1006.5	725.22	1016.11	725.22	1143.28	725.22	1079.5	
725.552	1021.11	725.552	1020.5	725.552	1015.11	725.552	1111.28	725.552	1038.5	
725.883	1020.11	725.883	1011.5	725.883	1028.11	725.883	1103.28	725.883	1059.5	
726.214	1023.11	726.214	1006.5	726.214	1006.11	726.214	1134.28	726.214	1075.5	
726.545	1011.11	726.545	1019.5	726.545	985.11	726.545	1104.28	726.545	1064.5	
726.876	1017.11	726.876	1019.5	726.876	993.11	726.876	1130.28	726.876	1042.5	
727.207	1007.11	727.207	1011.5	727.207	999.11	727.207	1107.28	727.207	1068.5	
727.538	1007.11	727.538	993.5	727.538	996.11	727.538	1101.28	727.538	1048.5	
727.869	1004.11	727.869	1031.5	727.869	990.11	727.869	1120.28	727.869	1042.5	
728.2	1004.11	728.2	1005.5	728.2	975.11	728.2	1106.28	728.2	1030.5	
728.531	1013.11	728.531	997.5	728.531	987.11	728.531	1109.28	728.531	1024.5	
728.862	1003.11	728.862	993.5	728.862	980.11	728.862	1106.28	728.862	1028.5	
729.193	993.11	729.193	983.5	729.193	999.11	729.193	1120.28	729.193	1046.5	
729.524	980.11	729.524	994.5	729.524	989.11	729.524	1106.28	729.524	1021.5	
729.854	975.11	729.854	990.5	729.854	978.11	729.854	1106.28	729.854	1020.5	
730.185	1000.11	730.185	980.5	730.185	964.11	730.185	1112.28	730.185	1027.5	
730.516	981.11	730.516	1005.5	730.516	967.11	730.516	1093.28	730.516	1024.5	
730.846	988.11	730.846	980.5	730.846	983.11	730.846	1097.28	730.846	1018.5	
731.177	998.11	731.177	995.5	731.177	986.11	731.177	1082.28	731.177	1017.5	
731.507	974.11	731.507	976.5	731.507	958.11	731.507	1084.28	731.507	1019.5	
731.838	968.11	731.838	981.5	731.838	978.11	731.838	1084.28	731.838	999.5	
732.168	973.11	732.168	970.5	732.168	970.11	732.168	1079.28	732.168	1018.5	
732.499	964.11	732.499	981.5	732.499	961.11	732.499	1085.28	732.499	1014.5	
732.829	961.11	732.829	973.5	732.829	954.11	732.829	1075.28	732.829	992.5	
733.159	971.11	733.159	969.5	733.159	969.11	733.159	1075.28	733.159	1009.5	
733.49	967.11	733.49	979.5	733.49	956.11	733.49	1089.28	733.49	997.5	
733.82	967.11	733.82	958.5	733.82	953.11	733.82	1059.28	733.82	978.5	
734.15	984.11	734.15	953.5	734.15	946.11	734.15	1057.28	734.15	995.5	
734.48	971.11	734.48	956.5	734.48	958.11	734.48	1048.28	734.48	981.5	
734.81	935.11	734.81	943.5	734.81	951.11	734.81	1065.28	734.81	1001.5	
735.14	957.11	735.14	941.5	735.14	930.11	735.14	1046.28	735.14	998.5	
735.47	955.11	735.47	953.5	735.47	950.11	735.47	1034.28	735.47	993.5	
735.8	966.11	735.8	941.5	735.8	936.11	735.8	1054.28	735.8	976.5	
736.13	942.11	736.13	937.5	736.13	940.11	736.13	1041.28	736.13	981.5	
736.46	934.11	736.46	958.5	736.46	949.11	736.46	1027.28	736.46	987.5	
736.79	940.11	736.79	940.5	736.79	930.11	736.79	1039.28	736.79	967.5	
737.12	930.11	737.12	961.5	737.12	927.11	737.12	1034.28	737.12	966.5	
737.45	922.11	737.45	927.5	737.45	925.11	737.45	1022.28	737.45	967.5	
737.779	927.11	737.779	938.5	737.779	941.11	737.779	1052.28	737.779	973.5	
738.109	929.11	738.109	926.5	738.109	938.11	738.109	1018.28	738.109	971.5	
738.439	920.11	738.439	929.5	738.439	923.11	738.439	1024.28	738.439	970.5	
738.768	917.11	738.768	930.5	738.768	916.11	738.768	1028.28	738.768	950.5	
739.098	925.11	739.098	913.5	739.098	926.11	739.098	1015.28	739.098	940.5	
739.427	913.11	739.427	919.5	739.427	908.11	739.427	1024.28	739.427	948.5	
739.757	905.11	739.757	895.5	739.757	891.11	739.757	998.28	739.757	945.5	
740.086	916.11	740.086	916.5	740.086	905.11	740.086	1005.28	740.086	942.5	
740.415	915.11	740.415	895.5	740.415	885.11	740.415	1014.28	740.415	930.5	
740.745	900.11	740.745	875.5	740.745	890.11	740.745	987.28	740.745	933.5	
741.074	898.11	741.074	899.5	741.074	897.11	741.074	993.28	741.074	932.5	
741.403	886.11	741.403	889.5	741.403	899.11	741.403	1023.28	741.403	941.5	
741.732	892.11	741.732	890.5	741.732	883.11	741.732	1013.28	741.732	937.5	
742.062	898.11	742.062	893.5	742.062	878.11	742.062	978.28	742.062	930.5	
742.391	871.11	742.391	884.5	742.391	875.11	742.391	963.28	742.391	909.5	
742.72	855.11	742.72	878.5	742.72	875.11	742.72	962.28	742.72	923.5	
743.049	865.11	743.049	874.5	743.049	859.11	743.049	956.28	743.049	904.5	
743.378	866.11	743.378	868.5	743.378	882.11	743.378	990.28	743.378	921.5	
743.707	867.11	743.707	866.5	743.707	860.11	743.707	954.28	743.707	890.5	
744.036	865.11	744.036	865.5	744.036	856.11	744.036	951.28	744.036	899.5	
744.364	860.11	744.364	863.5	744.364	851.11	744.364	950.28	744.364	891.5	
744.693	861.11	744.693	858.5	744.693	852.11	744.693	954.28	744.693	894.5	
745.022	857.11	745.022	840.5	745.022	848.11	745.022	944.28	745.022	887.5	
745.351	854.11	745.351	847.5	745.351	843.11	745.351	956.28	745.351	870.5	
745.679	849.11	745.679	851.5	745.679	845.11	745.679	936.28	745.679	873.5	
746.008	841.11	746.008	853.5	746.008	846.11	746.008	940.28	746.008	879.5	
746.337	853.11	746.337	834.5	746.337	826.11	746.337	930.28	746.337	879.5	
746.665	830.11	746.665	819.5	746.665	832.11	746.665	938.28	746.665	854.5	
746.994	859.11	746.994	837.5	746.994	808.11	746.994	917.28	746.994	861.5	
747.322	824.11	747.322	823.5	747.322	832.11	747.322	918.28	747.322	861.5	
747.651	822.11	747.651	835.5	747.651	819.11	747.651	911.28	747.651	866.5	
747.979	825.11	747.979	821.5	747.979	826.11	747.979	917.28	747.979	862.5	
748.307	822.11	748.307	823.5	748.307	804.11	748.307	899.28	748.307	848.5	
748.636	821.11	748.636	811.5	748.636	802.11	748.636	899.28	748.636	856.5	
748.964	799.11	748.964	799.5	748.964	809.11	748.964	909.28	748.964	844.5	
749.292	806.11	749.292	795.5	749.292	796.11	749.292	894.28	749.292	838.5	
749.62	795.11	749.62	801.5	749.62	787.11	749.62	876.28	749.62	840.5	
749.948	773.11	749.948	796.5	749.948	795.11	749.948	881.28	749.948	822.5	
750.277	803.11	750.277	772.5	750.277	788.11	750.277	874.28	750.277	826.5	
750.605	794.11	750.605	802.5	750.605	770.11	750.605	875.28	750.605	824.5	
750.933	777.11	750.933	786.5	750.933	774.11	750.933	872.28	750.933	836.5	
751.261	789.11	751.261	778.5	751.261	784.11	751.261	863.28	751.261	806.5	
751.588	790.11	751.588	771.5	751.588	803.11	751.588	867.28	751.588	817.5	
751.916	768.11	751.916	786.5	751.916	771.11	751.916	860.28	751.916	809.5	
752.244	778.11	752.244	781.5	752.244	778.11	752.244	863.28	752.244	798.5	
752.572	770.11	752.572	753.5	752.572	742.11	752.572	863.28	752.572	800.5	
752.9	767.11	752.9	769.5	752.9	769.11	752.9	850.28	752.9	800.5	
753.227	766.11	753.227	769.5	753.227	762.11	753.227	839.28	753.227	779.5	
753.555	749.11	753.555	758.5	753.555	763.11	753.555	836.28	753.555	788.5	
753.883	749.11	753.883	760.5	753.883	753.11	753.883	828.28	753.883	769.5	
754.21	741.11	754.21	743.5	754.21	738.11	754.21	835.28	754.21	771.5	
754.538	742.11	754.538	745.5	754.538	737.11	754.538	821.28	754.538	778.5	
754.865	727.11	754.865	737.5	754.865	746.11	754.865	806.28	754.865	772.5	
755.193	733.11	755.193	732.5	755.193	739.11	755.193	807.28	755.193	757.5	
755.52	703.11	755.52	738.5	755.52	722.11	755.52	806.28	755.52	771.5	
755.847	729.11	755.847	736.5	755.847	728.11	755.847	814.28	755.847	763.5	
756.175	728.11	756.175	722.5	756.175	702.11	756.175	797.28	756.175	755.5	
756.502	711.11	756.502	726.5	756.502	727.11	756.502	790.28	756.502	750.5	
756.829	715.11	756.829	737.5	756.829	710.11	756.829	785.28	756.829	750.5	
757.156	702.11	757.156	717.5	757.156	705.11	757.156	781.28	757.156	750.5	
757.483	706.11	757.483	711.5	757.483	721.11	757.483	787.28	757.483	744.5	
757.81	693.11	757.81	708.5	757.81	691.11	757.81	788.28	757.81	737.5	
758.137	688.11	758.137	699.5	758.137	702.11	758.137	764.28	758.137	738.5	
758.464	712.11	758.464	706.5	758.464	707.11	758.464	758.28	758.464	721.5	
758.791	713.11	758.791	696.5	758.791	700.11	758.791	767.28	758.791	740.5	
759.118	702.11	759.118	694.5	759.118	693.11	759.118	768.28	759.118	726.5	
759.445	691.11	759.445	690.5	759.445	671.11	759.445	748.28	759.445	730.5	
759.772	681.11	759.772	679.5	759.772	703.11	759.772	747.28	759.772	714.5	
760.099	673.11	760.099	675.5	760.099	680.11	760.099	754.28	760.099	709.5	
760.426	679.11	760.426	690.5	760.426	667.11	760.426	755.28	760.426	709.5	
760.752	673.11	760.752	680.5	760.752	667.11	760.752	747.28	760.752	697.5	
761.079	672.11	761.079	687.5	761.079	663.11	761.079	745.28	761.079	696.5	
761.405	664.11	761.405	685.5	761.405	668.11	761.405	735.28	761.405	706.5	
761.732	664.11	761.732	670.5	761.732	666.11	761.732	728.28	761.732	696.5	
762.059	655.11	762.059	662.5	762.059	658.11	762.059	726.28	762.059	690.5	
762.385	658.11	762.385	645.5	762.385	662.11	762.385	715.28	762.385	667.5	
762.711	652.11	762.711	672.5	762.711	656.11	762.711	721.28	762.711	683.5	
763.038	649.11	763.038	642.5	763.038	656.11	763.038	714.28	763.038	687.5	
763.364	643.11	763.364	646.5	763.364	657.11	763.364	712.28	763.364	671.5	
763.69	649.11	763.69	650.5	763.69	642.11	763.69	705.28	763.69	668.5	
764.017	635.11	764.017	637.5	764.017	671.11	764.017	729.28	764.017	676.5	
764.343	643.11	764.343	665.5	764.343	646.11	764.343	696.28	764.343	673.5	
764.669	647.11	764.669	645.5	764.669	648.11	764.669	708.28	764.669	674.5	
764.995	641.11	764.995	632.5	764.995	647.11	764.995	715.28	764.995	659.5	
765.321	648.11	765.321	631.5	765.321	624.11	765.321	707.28	765.321	654.5	
765.647	625.11	765.647	627.5	765.647	623.11	765.647	685.28	765.647	663.5	
765.973	618.11	765.973	631.5	765.973	626.11	765.973	688.28	765.973	648.5	
766.299	629.11	766.299	622.5	766.299	631.11	766.299	688.28	766.299	651.5	
766.625	618.11	766.625	632.5	766.625	610.11	766.625	700.28	766.625	653.5	
766.951	628.11	766.951	612.5	766.951	618.11	766.951	702.28	766.951	667.5	
767.277	615.11	767.277	605.5	767.277	611.11	767.277	673.28	767.277	652.5	
767.603	607.11	767.603	606.5	767.603	620.11	767.603	685.28	767.603	643.5	
767.928	610.11	767.928	607.5	767.928	627.11	767.928	686.28	767.928	638.5	
768.254	616.11	768.254	606.5	768.254	625.11	768.254	669.28	768.254	637.5	
768.58	612.11	768.58	616.5	768.58	627.11	768.58	688.28	768.58	637.5	
768.905	592.11	768.905	614.5	768.905	601.11	768.905	654.28	768.905	629.5	
769.231	601.11	769.231	621.5	769.231	603.11	769.231	668.28	769.231	642.5	
769.556	607.11	769.556	600.5	769.556	619.11	769.556	677.28	769.556	628.5	
769.882	599.11	769.882	609.5	769.882	609.11	769.882	660.28	769.882	637.5	
770.207	597.11	770.207	593.5	770.207	602.11	770.207	667.28	770.207	635.5	
770.533	600.11	770.533	603.5	770.533	583.11	770.533	660.28	770.533	623.5	
770.858	610.11	770.858	599.5	770.858	603.11	770.858	662.28	770.858	611.5	
771.183	601.11	771.183	592.5	771.183	595.11	771.183	644.28	771.183	634.5	
771.509	596.11	771.509	583.5	771.509	597.11	771.509	658.28	771.509	618.5	
771.834	597.11	771.834	594.5	771.834	592.11	771.834	664.28	771.834	629.5	
772.159	574.11	772.159	581.5	772.159	591.11	772.159	647.28	772.159	597.5	
772.484	579.11	772.484	569.5	772.484	588.11	772.484	648.28	772.484	603.5	
772.809	579.11	772.809	586.5	772.809	579.11	772.809	642.28	772.809	613.5	
773.134	582.11	773.134	577.5	773.134	579.11	773.134	634.28	773.134	595.5	
773.459	580.11	773.459	593.5	773.459	577.11	773.459	637.28	773.459	594.5	
773.784	566.11	773.784	577.5	773.784	578.11	773.784	637.28	773.784	595.5	
774.109	578.11	774.109	574.5	774.109	583.11	774.109	646.28	774.109	604.5	
774.434	576.11	774.434	569.5	774.434	574.11	774.434	640.28	774.434	604.5	
774.759	564.11	774.759	561.5	774.759	586.11	774.759	630.28	774.759	605.5	
775.083	573.11	775.083	569.5	775.083	560.11	775.083	624.28	775.083	596.5	
775.408	562.11	775.408	575.5	775.408	575.11	775.408	642.28	775.408	603.5	
775.733	562.11	775.733	566.5	775.733	571.11	775.733	627.28	775.733	585.5	
776.057	566.11	776.057	564.5	776.057	567.11	776.057	630.28	776.057	593.5	
776.382	567.11	776.382	565.5	776.382	562.11	776.382	619.28	776.382	594.5	
776.706	558.11	776.706	557.5	776.706	571.11	776.706	619.28	776.706	564.5	
777.031	559.11	777.031	548.5	777.031	560.11	777.031	617.28	777.031	578.5	
777.355	545.11	777.355	547.5	777.355	559.11	777.355	609.28	777.355	593.5	
777.68	552.11	777.68	564.5	777.68	560.11	777.68	624.28	777.68	586.5	
778.004	561.11	778.004	549.5	778.004	556.11	778.004	606.28	778.004	585.5	
778.328	553.11	778.328	546.5	778.328	553.11	778.328	593.28	778.328	568.5	
778.653	552.11	778.653	560.5	778.653	539.11	778.653	602.28	778.653	580.5	
778.977	548.11	778.977	535.5	778.977	548.11	778.977	593.28	778.977	579.5	
779.301	541.11	779.301	550.5	779.301	555.11	779.301	600.28	779.301	565.5	
779.625	551.11	779.625	558.5	779.625	551.11	779.625	608.28	779.625	571.5	
779.949	544.11	779.949	558.5	779.949	572.11	779.949	600.28	779.949	554.5	
780.273	538.11	780.273	534.5	780.273	546.11	780.273	585.28	780.273	557.5	
780.597	534.11	780.597	542.5	780.597	539.11	780.597	590.28	780.597	555.5	
780.921	521.11	780.921	531.5	780.921	548.11	780.921	583.28	780.921	554.5	
781.245	536.11	781.245	546.5	781.245	546.11	781.245	601.28	781.245	562.5	
781.569	549.11	781.569	542.5	781.569	544.11	781.569	614.28	781.569	539.5	
781.893	537.11	781.893	533.5	781.893	541.11	781.893	577.28	781.893	544.5	
782.217	526.11	782.217	526.5	782.217	532.11	782.217	589.28	782.217	553.5	
782.541	524.11	782.541	525.5	782.541	551.11	782.541	586.28	782.541	552.5	
782.864	533.11	782.864	525.5	782.864	533.11	782.864	577.28	782.864	537.5	
783.188	526.11	783.188	522.5	783.188	523.11	783.188	578.28	783.188	546.5	
783.512	536.11	783.512	540.5	783.512	531.11	783.512	586.28	783.512	550.5	
783.835	532.11	783.835	523.5	783.835	524.11	783.835	580.28	783.835	551.5	
784.159	520.11	784.159	528.5	784.159	524.11	784.159	578.28	784.159	543.5	
784.482	517.11	784.482	517.5	784.482	530.11	784.482	574.28	784.482	534.5	
784.805	527.11	784.805	526.5	784.805	513.11	784.805	575.28	784.805	534.5	
